,index,product,original_price,start_time,seller_address.country.name,listing_type_id,status,catalog_product_id,price,id,tags,base_price,accepts_mercadopago,sold_quantity,health,condition,available_quantity,title,official_store_id,buying_mode,warranty,category_id,seller_address.state.name,seller_id,domain_id,initial_quantity,item_id,questions_total,user_seller_reputation.power_seller_status,user_seller_reputation.transactions.completed,user_seller_reputation.transactions.canceled,user_seller_reputation.transactions.ratings.neutral,user_seller_reputation.transactions.ratings.positive,user_seller_reputation.transactions.ratings.negative,user_seller_reputation.level_id,user_nickname,user_user_type,product_name,product_domain_id
487,487,Dell Vostro,118999,2020-11-18T18:15:29.000Z,Argentina,gold_special,active,MLA16639105,99999.0,MLA897766171,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",99999.0,True,0,0.77,new,1,Notebook Dell Vostro I3 15.6  24g 1tb Ubuntu Teclado Con Ñ,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,18,MLA897766171,,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
488,488,Dell Vostro,,2020-11-25T17:21:29.000Z,Argentina,gold_special,active,MLA16173015,160000.0,MLA898727312,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",160000.0,True,0,0.8,new,1,Notebook Dell Intel Core I5 10° Gen 256gb Ssd 8gb Win 10 Pro,,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,66921256,MLA-NOTEBOOKS,3,MLA898727312,0.0,silver,449.0,23.0,0.01,0.99,0.0,5_green,HARD-BAIRES,normal,Dell Vostro 3490,MLA-NOTEBOOKS
489,489,Dell Vostro,,2020-11-18T18:15:39.000Z,Argentina,gold_pro,active,MLA16639105,117198.0,MLA897765438,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",117198.0,True,0,0.9,new,1,Notebook Dell Vostro I3 15.6  8g 1tb Ubuntu Teclado Con Ñ,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,17,MLA897765438,,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
490,490,Dell Vostro,,2020-09-28T13:31:45.000Z,Argentina,gold_special,active,MLA16173015,144699.0,MLA881145044,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",144699.0,True,0,0.8,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb + 480ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881145044,1.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
491,491,Dell Vostro,,2020-07-09T18:31:25.000Z,Argentina,gold_pro,active,MLA15272577,101999.0,MLA867242683,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",101999.0,True,4,0.9,new,1,Notebook Dell Vostro 3480 I3 8gb 1tb Windows 10 14 Pulgadas,,buy_it_now,Garantía del vendedor: 6 meses,MLA1652,Capital Federal,203804413,MLA-NOTEBOOKS,41,MLA867242683,7.0,platinum,26366.0,1269.0,0.02,0.95,0.03,5_green,NEXT CLICK,normal,Dell Vostro 3480,MLA-NOTEBOOKS
492,492,Dell Vostro,,2020-09-28T13:29:43.000Z,Argentina,gold_special,active,MLA16173015,116799.0,MLA881143895,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",116799.0,True,0,0.77,new,1,Notebook Laptop Dell Vostro I5 4gb 1tb 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,1,MLA881143895,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
493,493,Dell Vostro,,2020-12-16T16:18:57.000Z,Argentina,gold_special,active,MLA16639105,98599.0,MLA901291842,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",98599.0,True,0,0.66,new,1,Notebook Dell Vostro I3 15.6 12gb 1tb + 240ssd Ubuntu Ñ,1482,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,11,MLA901291842,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
494,494,Dell Vostro,,2020-12-16T16:20:36.000Z,Argentina,gold_special,active,MLA16639105,103799.0,MLA901291900,"['good_quality_picture', 'brand_verified', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",103799.0,True,0,0.66,new,1,Notebook Dell Vostro I3 15.6 20 Gb 1tb + 240ssd Ubuntu Ñ,1482,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,14,MLA901291900,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
495,495,Dell Vostro,,2020-11-18T18:15:40.000Z,Argentina,gold_pro,active,MLA16639105,119898.0,MLA897765440,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",119898.0,True,0,0.88,new,1,Notebook Dell Vostro I3 15.6  12g 1tb Ubuntu Teclado Con Ñ,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,11,MLA897765440,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
496,496,Dell Vostro,,2020-12-16T16:18:49.000Z,Argentina,gold_special,active,MLA16639105,96499.0,MLA901292365,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",96499.0,True,0,0.66,new,1,Notebook Dell Vostro I3 15.6 8gb 1tb + 240ssd Ubuntu Ñ,1482,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,17,MLA901292365,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
497,497,Dell Vostro,103999,2020-12-11T15:57:19.000Z,Argentina,gold_special,active,MLA16639105,89999.0,MLA900687782,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",89999.0,True,0,0.88,new,1,Notebook Dell Vostro I3 15.6 4g 1tb Ubuntu Teclado Con Ñ,69,buy_it_now,Garantía de fábrica: 1 años,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,7,MLA900687782,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
498,498,Dell Vostro,,2020-09-28T13:26:26.000Z,Argentina,gold_pro,active,MLA16173015,185098.0,MLA881143425,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",185098.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb + 480ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881143425,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
499,499,Dell Vostro,,2020-11-19T14:07:02.000Z,Argentina,gold_special,active,MLA16639105,128000.0,MLA897907528,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",128000.0,True,0,0.7,new,1,"Notebook Dell Intel I5 10° Gen 1 Tb+ 240 Ssd 8gb 15,6  Dvd ",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,66921256,MLA-NOTEBOOKS,3,MLA897907528,3.0,silver,449.0,23.0,0.01,0.99,0.0,5_green,HARD-BAIRES,normal,Dell Vostro 3590,MLA-NOTEBOOKS
500,500,Dell Vostro,,2020-12-16T16:20:37.000Z,Argentina,gold_special,active,MLA16639105,108799.0,MLA901292425,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",108799.0,True,0,0.66,new,1,Notebook Dell Vostro I3 15.6 24 Gb 1tb + 240ssd Ubuntu Ñ,1482,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,11,MLA901292425,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3590,MLA-NOTEBOOKS
501,501,Dell Vostro,,2020-11-19T14:20:02.000Z,Argentina,gold_pro,active,MLA16639105,159000.0,MLA897909525,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",159000.0,True,0,0.8,new,1,"Notebook Dell Intel I5 10° Gen 1 Tb+ 240 Ssd 15,6 Dvd*cuotas",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,66921256,MLA-NOTEBOOKS,3,MLA897909525,0.0,silver,449.0,23.0,0.01,0.99,0.0,5_green,HARD-BAIRES,normal,Dell Vostro 3590,MLA-NOTEBOOKS
502,502,Dell Vostro,,2020-11-19T14:30:12.000Z,Argentina,gold_special,active,MLA16639105,98000.0,MLA897911874,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",98000.0,True,0,0.7,new,1,"Notebook Dell Intel I3 10° Gen 1 Tb+ 240 Ssd 15,6 8gb Ubuntu",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,66921256,MLA-NOTEBOOKS,3,MLA897911874,0.0,silver,449.0,23.0,0.01,0.99,0.0,5_green,HARD-BAIRES,normal,Dell Vostro 3590,MLA-NOTEBOOKS
503,503,Dell Vostro,,2020-11-19T15:54:53.000Z,Argentina,gold_pro,active,MLA16639105,124000.0,MLA897926533,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",124000.0,True,0,0.9,new,1,"Notebook Dell Intel I3 10° Gen 1 Tb+ 240 Ssd 15,6 8gb*cuotas",,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,66921256,MLA-NOTEBOOKS,3,MLA897926533,0.0,silver,449.0,23.0,0.01,0.99,0.0,5_green,HARD-BAIRES,normal,Dell Vostro 3590,MLA-NOTEBOOKS
504,504,Dell Vostro,,2020-09-28T13:26:12.000Z,Argentina,gold_pro,active,MLA16173015,181698.0,MLA881142329,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",181698.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb + 240ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881142329,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
505,505,Dell Vostro,,2020-09-28T13:26:10.000Z,Argentina,gold_pro,active,MLA16173015,168698.0,MLA881142327,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",168698.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 20gb 1tb + 240ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881142327,,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
506,506,Dell Vostro,,2021-01-14T20:09:59.000Z,Argentina,gold_special,active,MLA16173015,110999.0,MLA904258618,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",110999.0,True,0,0.88,new,1,Notebook Dell Vostro I5 10ª Gen 14  1tb 4gb Slim Win10 Pro,1545,buy_it_now,Garantía de fábrica: 12 meses,MLA1652,Capital Federal,293425181,MLA-NOTEBOOKS,10,MLA904258618,,platinum,11410.0,541.0,0.03,0.9,0.07,5_green,SHOPNOWSRL,brand,Dell Vostro 3490,MLA-NOTEBOOKS
507,507,Dell Vostro,,2020-09-28T13:26:23.000Z,Argentina,gold_pro,active,MLA16173015,171998.0,MLA881142342,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",171998.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 20gb 1tb + 480ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881142342,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
508,508,Dell Vostro,,2020-09-28T13:27:49.000Z,Argentina,gold_special,active,MLA16173015,139033.95,MLA881142433,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",139033.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 16gb 1tb + 480ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881142433,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
509,509,Dell Vostro,,2020-11-12T14:11:01.000Z,Argentina,gold_pro,active,MLA15504025,224613.99,MLA896875118,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",224613.99,True,0,0.87,new,1,"Notebook Dell Vostro I5 8gb Ssd 256gb 13,3 Fhd Win10 Pro",,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,6,MLA896875118,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 5391,MLA-NOTEBOOKS
510,510,Dell Vostro,,2020-09-28T13:26:21.000Z,Argentina,gold_pro,active,MLA16173015,171898.0,MLA881142340,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",171898.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 16gb 1tb + 480ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881142340,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
511,511,Dell Vostro,,2020-09-28T13:26:05.000Z,Argentina,gold_pro,active,MLA16173015,168498.0,MLA881143381,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",168498.0,True,0,0.9,new,1,Notebook Laptop Dell Vostro I5 16gb 1tb + 240ssd 14 Win,69,buy_it_now,,MLA1652,Capital Federal,179571326,MLA-NOTEBOOKS,10,MLA881143381,0.0,platinum,6795.0,508.0,0.02,0.96,0.02,5_green,TIENDASMERCADOLIBRE,brand,Dell Vostro 3490,MLA-NOTEBOOKS
512,512,Dell Vostro,,2020-09-28T13:27:32.000Z,Argentina,gold_special,active,MLA16173015,131622.95,MLA881142410,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",131622.95,True,0,0.77,new,1,Notebook Laptop Dell Vostro I5 8gb 1tb + 480ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881142410,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
513,513,Dell Vostro,,2020-09-28T13:26:54.000Z,Argentina,gold_special,active,MLA16173015,131347.95,MLA881143960,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",131347.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 20gb 1tb 14 Win Oferta,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143960,1.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
514,514,Dell Vostro,,2020-09-28T13:27:12.000Z,Argentina,gold_special,active,MLA16173015,136288.95,MLA881143519,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",136288.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 16gb 1tb + 240ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143519,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
515,515,Dell Vostro,,2020-11-18T18:15:09.000Z,Argentina,gold_special,active,MLA16639105,111995.95,MLA897764815,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",111995.95,True,0,0.75,new,1,Notebook Dell Vostro I5 15.6  4g 1tb Ubuntu Teclado Con Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,14,MLA897764815,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
516,516,Dell Vostro,,2020-11-19T18:06:42.000Z,Argentina,gold_special,active,MLA16639105,120093.95,MLA897946207,"['immediate_payment', 'cart_eligible']",120093.95,True,0,0.75,new,1,Notebook Dell Vostro I5 15.6 8g 1tb + 240ssd  Ubuntu Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,16,MLA897946207,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
517,517,Dell Vostro,,2020-09-28T13:27:06.000Z,Argentina,gold_special,active,MLA16173015,128877.95,MLA881143973,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",128877.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 8gb 1tb + 240ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143973,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
518,518,Dell Vostro,,2020-11-18T18:15:46.000Z,Argentina,gold_special,active,MLA16639105,94702.95,MLA897766195,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",94702.95,True,0,0.75,new,1,Notebook Dell Vostro I3 15.6  8g 1tb Ubuntu Teclado Con Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,17,MLA897766195,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
519,519,Dell Vostro,,2020-11-18T18:15:25.000Z,Argentina,gold_special,active,MLA16639105,122563.95,MLA897764828,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",122563.95,True,0,0.75,new,1,Notebook Dell Vostro I5 15.6  20gb 1tb Ubuntu Teclado Con Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,15,MLA897764828,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
520,520,Dell Vostro,,2020-11-18T18:15:49.000Z,Argentina,gold_special,active,MLA16639105,115015.95,MLA897765449,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",115015.95,True,0,0.75,new,1,Notebook Dell Vostro I5 15.6  8gb 1tb Ubuntu Teclado Con Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,16,MLA897765449,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
521,521,Dell Vostro,,2020-09-28T13:27:10.000Z,Argentina,gold_special,active,MLA16173015,131073.95,MLA881143514,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",131073.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 12gb 1tb + 240ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143514,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
522,522,Dell Vostro,,2020-09-28T13:28:06.000Z,Argentina,gold_special,active,MLA16173015,139171.95,MLA881144025,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",139171.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 20gb 1tb + 480ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881144025,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
523,523,Dell Vostro,,2020-09-28T13:28:10.000Z,Argentina,gold_special,active,MLA16173015,149739.95,MLA881144032,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",149739.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb + 480ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881144032,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
524,524,Dell Vostro,,2020-09-28T13:26:59.000Z,Argentina,gold_special,active,MLA16173015,141916.95,MLA881143489,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",141916.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb 14 Win Oferta,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143489,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
525,525,Dell Vostro,,2020-11-18T18:15:45.000Z,Argentina,gold_special,active,MLA16639105,91682.95,MLA897765446,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",91682.95,True,0,0.75,new,1,Notebook Dell Vostro I3 15.6  4g 1tb Ubuntu Teclado Con Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,21,MLA897765446,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
526,526,Dell Vostro,,2020-11-19T18:04:04.000Z,Argentina,gold_pro,active,MLA16639105,152118.99,MLA897943788,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",152118.99,True,0,0.87,new,1,Notebook Dell Vostro I5 15.6 8g 1tb + 240ssd  Ubuntu Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,16,MLA897943788,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
527,527,Dell Vostro,,2020-09-28T13:27:17.000Z,Argentina,gold_special,active,MLA16173015,136426.95,MLA881143528,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",136426.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 20gb 1tb + 240ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143528,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
528,528,Dell Vostro,,2020-09-28T13:32:34.000Z,Argentina,gold_pro,active,MLA16173015,159593.99,MLA881144494,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",159593.99,True,0,0.87,new,1,Notebook Laptop Dell Vostro I5 12gb 1tb 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881144494,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
529,529,Dell Vostro,,2020-11-12T14:11:03.000Z,Argentina,gold_special,active,MLA15504025,177326.95,MLA896875119,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",177326.95,True,0,0.75,new,1,"Notebook Dell Vostro I5 8gb Ssd 256gb 13,3 Fhd Win10 Pro",,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,6,MLA896875119,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 5391,MLA-NOTEBOOKS
530,530,Dell Vostro,,2020-11-19T18:35:52.000Z,Argentina,gold_special,active,MLA16639105,101976.95,MLA897953640,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",101976.95,True,0,0.75,new,1,Notebook Dell Vostro I3 15.6 12gb 1tb + 240ssd Ubuntu Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,11,MLA897953640,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
531,531,Dell Vostro,,2020-11-19T18:48:56.000Z,Argentina,gold_special,active,MLA16639105,102525.95,MLA897957954,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",102525.95,True,0,0.75,new,1,Notebook Dell Vostro I3 15.6 8g 1tb + 480ssd Ubuntu Ñ,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,17,MLA897957954,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3590,MLA-NOTEBOOKS
532,532,Dell Vostro,,2020-09-28T13:24:22.000Z,Argentina,gold_pro,active,MLA16173015,179760.99,MLA881143230,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",179760.99,True,0,0.87,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb 14 Win Oferta,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143230,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
533,533,Dell Vostro,,2020-09-28T13:26:42.000Z,Argentina,gold_special,active,MLA16173015,120779.95,MLA881143456,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",120779.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 4gb 1tb 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,1,MLA881143456,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
534,534,Dell Vostro,,2020-09-28T13:26:48.000Z,Argentina,gold_special,active,MLA16173015,125995.95,MLA881143955,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",125995.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 12gb 1tb 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143955,0.0,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
535,535,Dell Vostro,,2020-09-28T13:27:21.000Z,Argentina,gold_special,active,MLA16173015,146994.95,MLA881143987,"['good_quality_picture', 'immediate_payment', 'cart_eligible']",146994.95,True,0,0.75,new,1,Notebook Laptop Dell Vostro I5 32gb 1tb + 240ssd 14 Win,,buy_it_now,,MLA1652,Capital Federal,140152798,MLA-NOTEBOOKS,10,MLA881143987,,silver,754.0,81.0,0.02,0.97,0.01,5_green,OPORTUTEK,normal,Dell Vostro 3490,MLA-NOTEBOOKS
