;index;item_id;product;price;accepts_mercadopago;listing_type_id;available_quantity;initial_quantity;original_price;title;category_id;health;catalog_product_id;warranty;domain_id;sold_quantity;buying_mode;official_store_id;seller_address.state.name;start_time;status;condition;tags;seller_address.country.name;seller_id;base_price;questions_total;user_seller_reputation.transactions.completed;user_seller_reputation.transactions.ratings.neutral;user_nickname;user_seller_reputation.transactions.ratings.negative;user_seller_reputation.level_id;user_seller_reputation.transactions.ratings.positive;user_seller_reputation.power_seller_status;user_user_type;user_seller_reputation.transactions.canceled;product_sold_quantity;product_domain_id;product_name
297;297;MLA884822621;Apple Macbook;185850.0;TRUE;gold_special;1;1;;Macbook Pro 13 Retina Early 2015 I5 128gb 8gb Ram + Acces.;MLA1652;0.9;MLA15741417;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-21T17:38:37.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;132593717;185850.0;;132.0;0.0;FENZINO;0.0;5_green;1.0;;normal;14.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1502
298;298;MLA902368613;Apple Macbook;125000.0;TRUE;gold_special;1;1;;Macbook Pro 13 Mid-2012, 16gb, 1tb Ssd, Catalina, Impecable;MLA1652;0.62;;Garantía del vendedor: 15 días;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-27T22:41:08.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;120664;125000.0;8.0;26.0;0.01;GEEK HEAVEN;0.0;5_green;0.99;;normal;4.0;;;
299;299;MLA865527152;Apple Macbook;484999.99;TRUE;gold_special;1;1;;Macbook Pro 16 I9 16gb 4gb 1tb Mvvk2 2020 Consult Todo Apple;MLA1652;0.77;MLA15532281;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-07-01T17:36:37.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;162133415;484999.99;;1.0;1.0;MUCHOPARAVER1;0.0;;0.0;;normal;1.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A2141
300;300;MLA877479990;Apple Macbook;279999.0;TRUE;gold_special;1;4;;Macbook Air 10th Generacion 13.3 Pulgadas 512gb ;MLA1652;0.8;;Garantía del vendedor: 3 meses;MLA-NOTEBOOKS;2;buy_it_now;;Capital Federal;2020-09-08T21:06:31.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;309453406;279999.0;;25694.0;0.01;BAZA 10;0.05;5_green;0.94;platinum;normal;2560.0;;;
301;301;MLA868716710;Apple Macbook;480890.0;TRUE;gold_special;2;100;;Macbook Pro 13 2020 Ssd512 I5 16g Ram En Español Touchbar Id;MLA1652;0.7;MLA15248256;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-07-17T18:52:47.000Z;active;new;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;210018018;480890.0;11.0;5209.0;0.01;LATITUDES SUR;0.02;5_green;0.97;platinum;normal;477.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A2159
302;302;MLA884328965;Apple Macbook;440000.0;TRUE;gold_special;1;1;;Macbook 13,3 Intel Core I5 Macbook Pro 8gb Ram 2,4 Ghz;MLA1652;0.6;MLA15552876;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-17T19:14:32.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;191364111;440000.0;;20.0;0.0;ANAHANPACHECO;0.0;5_green;1.0;;normal;0.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1989 (2019)
303;303;MLA885977652;Apple Macbook;169999.0;TRUE;gold_special;500;1002;;Laptop Macbook Air 10th Gen 256gb 8gb Ram Mac Os Catalina;MLA1652;0.7;MLA15913938;Garantía del vendedor: 3 meses;MLA-NOTEBOOKS;3;buy_it_now;;Capital Federal;2020-10-29T15:50:55.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;284824585;169999.0;;16670.0;0.02;SKY.VISION ELECTRONICA;0.05;5_green;0.93;platinum;normal;1703.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
304;304;MLA901493149;Apple Macbook;269000.0;TRUE;gold_special;1;10;;Notebook Apple Macbook Air 13  I5 8gb Ram 512gb Ssd 1.1 Ghz;MLA1652;0.7;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-17T21:31:48.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;15096445;269000.0;0.0;66245.0;0.01;TECNOLIFE ARG;0.01;5_green;0.98;platinum;normal;4290.0;;;
305;305;MLA896987657;Apple Macbook;119800.0;TRUE;gold_special;1;1;;Macbook Pro A1502 - Con Cargador Original. Lista Para Usar! ;MLA1652;0.77;MLA15741419;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2020-11-13T02:18:45.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;90662636;119800.0;;57.0;0.0;BUNKER_PC_INSUMOS;0.05;5_green;0.95;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1502 - 8 GB - 256 GB - 2560 px x 1600 px - Intel HD Graphics 6100 - Intel - Core i5 - 5257U - 60 Hz - macOS - X - 10
306;306;MLA868691999;Apple Macbook;580890.0;TRUE;gold_special;2;100;;Macbook Pro 16 2020 Ssd512 I7 16g Ram En Español Touchbar Id;MLA1652;0.7;;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-07-17T17:14:09.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;210018018;580890.0;8.0;5209.0;0.01;LATITUDES SUR;0.02;5_green;0.97;platinum;normal;477.0;;;
307;307;MLA874750542;Apple Macbook;349999.0;TRUE;gold_special;50000;99999;;Macbook Air 13 2020 Retina Ssd 512gb I5 10ma Grantia Oficial;MLA1652;0.81;MLA15913938;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;1;buy_it_now;;Capital Federal;2020-08-23T13:49:56.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;225480741;349999.0;19.0;4409.0;0.0;MLSERCOFIN;0.0;5_green;1.0;platinum;normal;335.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
308;308;MLA903924284;Apple Macbook;359500.0;TRUE;gold_pro;1;1;;Notebook Apple Macbook Pro 2020 13.3 I5 8gb 512gb Ssd Cuotas;MLA1652;1.0;MLA16598196;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2021-01-12T12:10:24.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];Argentina;188368799;359500.0;0.0;26576.0;0.01;REDNETCORP;0.01;5_green;0.98;platinum;normal;1602.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A2289
309;309;MLA903839702;Apple Macbook;265000.0;TRUE;gold_special;1;1;;Notebook Apple Macbook Air 2020 13.3 Core I7 16gb 512gb Ssd;MLA1652;0.8;MLA15913938;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2021-01-11T16:02:10.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;188368799;265000.0;;26576.0;0.01;REDNETCORP;0.01;5_green;0.98;platinum;normal;1602.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
310;310;MLA881249003;Apple Macbook;162740.0;TRUE;gold_special;1;1;;Macbook Air 13intel Core I5, 8gb Ddr3, Ssd 256gb. Poco Uso;MLA1652;0.66;MLA15306716;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-09-28T21:05:48.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;89573481;162740.0;;14.0;0.0;VIRREYLORETO 1959;0.0;5_green;1.0;;normal;1.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A1466
311;311;MLA885188434;Apple Macbook;242000.0;TRUE;gold_pro;1;1;;Macbook Pro 13 I5 2,4 4gb Ssd 128 Retina Disp 2013 Impecable;MLA1652;0.81;MLA15562880;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-23T21:53:56.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;169232216;242000.0;5.0;19253.0;0.02;CYCLES MOTO;0.02;5_green;0.96;platinum;normal;1320.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1708 (Mid 2017)
312;312;MLA900224107;Apple Macbook;239999.0;TRUE;gold_special;1;1;;Macbook  Air Mac Book Apple M1 8g 256 Ssd 1350 Usd Palermo;MLA1652;0.77;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-07T21:26:11.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;185245543;239999.0;8.0;2.0;0.0;PLAZAITALIASTORE;0.41;;0.59;;normal;7.0;;;
313;313;MLA903626257;Apple Macbook;284500.0;TRUE;gold_special;1;1;;Notebook Apple Macbook Pro 2020 13.3 Core I5 8gb 512gb Ssd;MLA1652;0.9;MLA16598196;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2021-01-08T20:54:42.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible'];Argentina;188368799;284500.0;1.0;26576.0;0.01;REDNETCORP;0.01;5_green;0.98;platinum;normal;1602.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A2289
314;314;MLA898092846;Apple Macbook;90000.0;TRUE;gold_special;1;1;;Macbook Pro 15 Quad Core I7 Disco Solido 256g 8gram;MLA1652;0.66;;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-20T16:27:55.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;75041082;90000.0;;137.0;0.03;INGAP TOOLS;0.02;3_yellow;0.95;;normal;12.0;;;
315;315;MLA901664731;Apple Macbook;100000.0;TRUE;gold_special;1;1;;Macbook Pro 15  2012 I7 2.3 8g 500g Bateria 600 Ciclos;MLA1652;0.66;;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-19T16:28:36.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;164032151;100000.0;;341.0;0.02;SERVICIOSAPPLEMAC;0.01;5_green;0.97;silver;normal;107.0;;;
316;316;MLA904027254;Apple Macbook;259900.0;TRUE;gold_special;1;2;;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Gold;MLA1652;0.7;MLA16591147;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-13T01:38:50.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;259900.0;;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
317;317;MLA901456707;Apple Macbook;199000.0;TRUE;gold_pro;1;1;;Apple Macbook Air I3 8gb Ssd 256gb Gold - New Model;MLA1652;0.8;MLA15913938;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-17T18:32:15.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;199000.0;0.0;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
318;318;MLA903520516;Apple Macbook;239000.0;TRUE;gold_special;1;2;;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh52ll/a Gold;MLA1652;0.7;MLA15913938;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-07T22:27:37.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;239000.0;;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
319;319;MLA739905658;Apple Macbook;4500.0;TRUE;gold_pro;500;997;;Mantenimiento Mac;MLA1652;0.8;;Garantía del vendedor: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2018-07-29T05:08:44.000Z;active;new;['extended_warranty_eligible', 'incomplete_technical_specs', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;42259661;4500.0;;200.0;0.02;MAG LEON;0.0;3_yellow;0.98;;normal;17.0;;;
320;320;MLA904482026;Apple Macbook;259900.0;TRUE;gold_special;1;1;;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Space Gray;MLA1652;0.7;MLA16591147;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-16T14:36:17.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;259900.0;;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
321;321;MLA904482077;Apple Macbook;329900.0;TRUE;gold_pro;1;1;;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Space Gray;MLA1652;0.8;MLA16591147;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-16T14:37:57.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;329900.0;0.0;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
322;322;MLA903519722;Apple Macbook;299000.0;TRUE;gold_pro;1;2;;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh52ll/a Gold;MLA1652;0.8;MLA15913938;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-07T22:28:39.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;299000.0;0.0;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
323;323;MLA904027275;Apple Macbook;319000.0;TRUE;gold_pro;1;2;;Apple Macbook Air - M1 - 8gb - Ssd 512gb - 13.3 - Gold;MLA1652;0.8;MLA16591147;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-13T01:40:20.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;150363083;319000.0;;40.0;0.0;MOSHOTECHVENTAS;0.03;5_green;0.97;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2337 - Space gray - 8 GB - 512 GB - 2560 px x 1600 px - Apple GPU - Apple - M1 - macOS - X - 11
324;324;MLA884070503;Apple Macbook;222049.0;TRUE;gold_special;1;1;;Apple Macbook Air Modelo A2179 1.2ghz/16gb/256gb Nuevo;MLA1652;0.8;MLA15913938;Garantía del vendedor: 3 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-15T19:58:00.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;11884210;222049.0;;4784.0;0.01;RYKLATINO;0.02;5_green;0.97;platinum;normal;412.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
325;325;MLA865542436;Apple Macbook;152553.94;TRUE;gold_special;1;11;;Macbook Air I3-1000ng4 256gb Ssd 8gb Ram 13.3puLG Space Gray;MLA1652;0.66;MLA15913938;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;2;buy_it_now;;Córdoba;2020-07-01T18:57:30.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;60246795;152553.94;16.0;6261.0;0.01;MAURICOMPUTACION;0.02;5_green;0.97;platinum;normal;516.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
326;326;MLA903997549;Apple Macbook;199999.0;TRUE;gold_special;500;1000;;Laptop Macbook Air Apple 256gb M1 Chip 16-core Neural Engine;MLA1652;0.9;MLA16591146;Garantía del vendedor: 3 meses;MLA-NOTEBOOKS;1;buy_it_now;;Capital Federal;2021-01-12T20:31:40.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;284824585;199999.0;9.0;16670.0;0.02;SKY.VISION ELECTRONICA;0.05;5_green;0.93;platinum;normal;1703.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2337
327;327;MLA898644357;Apple Macbook;245004.64;TRUE;gold_special;1;1;;Macbook Air 13.3  - I5 Ram 8gb Ssd 256gb Macos Mac;MLA1652;0.7;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2020-11-25T00:39:32.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;116239336;245004.64;0.0;5767.0;0.01;GRUPO-TECNO;0.01;5_green;0.98;platinum;normal;483.0;;;
328;328;MLA853963889;Apple Macbook;2500.0;TRUE;gold_special;1;1;;Macbook Pro Para Repuestos Sin Memoria Ni Disco;MLA1652;0.4;;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2020-05-07T20:21:29.000Z;active;used;['poor_quality_picture', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible'];Argentina;63417879;2500.0;;235.0;0.0;HERNANSITONE;0.0;5_green;1.0;;normal;22.0;;;
329;329;MLA883014739;Apple Macbook;490049.0;TRUE;gold_pro;1;3;;Apple Macbook Pro 13,31 Mwp52le/a I5 Gen10 16gb 1tb Ssd ;MLA1652;0.9;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-08T15:01:08.000Z;active;new;['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;583145152;490049.0;;178.0;0.07;ONE_WORLD_LATAM;0.0;5_green;0.93;silver;normal;10.0;;;
330;330;MLA899188537;Apple Macbook;85000.0;TRUE;gold_special;1;1;;Macbook Pro 15 2010 I7 2.66gz 8g Ram Ssd 500g Bat Nueva;MLA1652;0.55;;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-28T18:23:32.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;164032151;85000.0;2.0;341.0;0.02;SERVICIOSAPPLEMAC;0.01;5_green;0.97;silver;normal;107.0;;;
331;331;MLA869274927;Apple Macbook;130000.0;TRUE;gold_special;1;1;;Macbook Pro 15 2012 Quadcore I7 2.3 8g 500g;MLA1652;0.66;;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-07-21T03:12:59.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;164032151;130000.0;11.0;341.0;0.02;SERVICIOSAPPLEMAC;0.01;5_green;0.97;silver;normal;107.0;;;
332;332;MLA899188767;Apple Macbook;75000.0;TRUE;gold_special;1;1;;Macbook Pro 13 2011 Core I5 2.3 Ghz 8g Ram Hd 500g;MLA1652;0.55;;;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-11-28T18:30:42.000Z;active;used;['dragged_bids_and_visits', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;164032151;75000.0;;341.0;0.02;SERVICIOSAPPLEMAC;0.01;5_green;0.97;silver;normal;107.0;;;
333;333;MLA886138630;Apple Macbook;447800.0;TRUE;gold_pro;1;15;589000;Apple Macbook Pro 13.3 I5 16gb 1tb Ssd Touch Bar Silver Ctas;MLA1652;0.9;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;1;buy_it_now;;Capital Federal;2020-10-30T15:47:02.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;110242209;447800.0;;17220.0;0.02;VEINTEDOCEPC;0.01;5_green;0.97;platinum;normal;899.0;;;
334;334;MLA903339842;Apple Macbook;169999.0;TRUE;gold_special;1;1;;Macbook Air 13 2018 Touch Id Intel I5 - 16 Gb - 256gb ;MLA1652;0.77;MLA15543662;Garantía del vendedor: 3 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2021-01-06T18:00:57.000Z;active;used;['immediate_payment', 'cart_eligible'];Argentina;541855;169999.0;;1542.0;0.0;TELOVENDO_ARG;0.0;5_green;1.0;gold;normal;132.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A1932 (late 2018)
335;335;MLA869735177;Apple Macbook;264999.0;TRUE;gold_special;1;4;;Apple Macbook Air 13 I5 1.1 Ghz 8gb 512gb Ssd Mvh22le/a ;MLA1652;0.8;;Garantía de fábrica: 12 meses;MLA-NOTEBOOKS;1;buy_it_now;;Capital Federal;2020-07-23T18:31:01.000Z;active;new;['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;310646112;264999.0;;2488.0;0.01;OUTTEC;0.01;5_green;0.98;gold;normal;182.0;;;
336;336;MLA901105914;Apple Macbook;55000.0;TRUE;gold_special;1;1;;Macbook Pro 15 2009 C2d 2.66 4g 320g Bat Nueva Catalina ;MLA1652;0.77;;Garantía del vendedor: 1 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-15T04:46:36.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;164032151;55000.0;;341.0;0.02;SERVICIOSAPPLEMAC;0.01;5_green;0.97;silver;normal;107.0;;;
337;337;MLA885220446;Apple Macbook;139999.0;TRUE;gold_special;1;1;;Apple Macbook Pro 13 I5 2.4ghz 8gb 256gb Español Inmaculada;MLA1652;0.77;MLA15741417;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-10-24T05:40:13.000Z;active;used;['poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;78024526;139999.0;4.0;36969.0;0.01;IMPORTADORAFOTOGRAFICA;0.02;5_green;0.97;platinum;normal;2557.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1502
338;338;MLA901783107;Apple Macbook;4250.0;TRUE;gold_special;500;1000;;Efi Macbook Pro Air iMac Desbloqueo 2009 Hasta 2017;MLA1652;0.66;MLA15306716;Sin garantía;MLA-NOTEBOOKS;0;buy_it_now;;Buenos Aires;2020-12-20T22:39:30.000Z;active;new;['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;51807642;4250.0;;11.0;0.0;LEANTIESTO;0.0;4_light_green;1.0;;normal;3.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A1466
339;339;MLA863814925;Apple Macbook;249999.99;TRUE;gold_special;1;1;;Macbook Air 13 I7 1.2ghz (10th Gen) 8gb 256gb Spacegray 2020;MLA1652;0.77;MLA15913938;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-06-22T22:46:00.000Z;active;new;['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;162133415;249999.99;;1.0;1.0;MUCHOPARAVER1;0.0;;0.0;;normal;1.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
340;340;MLA899728550;Apple Macbook;119999.0;TRUE;gold_special;1;1;;Macbook Pro 13 Retina 2015 128gb Ssd 8gb I5 Ciclos Hyt;MLA1652;0.88;MLA15741418;Garantía de fábrica: 6 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-12-02T21:13:10.000Z;active;new;['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;216203805;119999.0;;16828.0;0.01;HYT.COM.AR;0.02;5_green;0.97;platinum;normal;1364.0;0.0;MLA-NOTEBOOKS;Apple MacBook Pro A1502 - 8 GB - 128 GB - 2560 px x 1600 px - Intel HD Graphics 6100 - Intel - Core i5 - 5257U - 60 Hz - macOS - X - 10
341;341;MLA871859024;Apple Macbook;229999.0;TRUE;gold_special;1;17;;Macbook Air 13  1.1 Ghz 2020 New Dual-core Core I3, 256gb;MLA1652;0.9;;Garantía de fábrica: 1 años;MLA-NOTEBOOKS;7;buy_it_now;;Santa Fe;2020-08-05T19:12:10.000Z;active;new;['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;208137579;229999.0;;16452.0;0.01;ONECLICKARG;0.01;5_green;0.98;platinum;normal;872.0;;;
342;342;MLA863019200;Apple Macbook;244999.99;TRUE;gold_special;50;99;;Apple Macbook Air 13.3 New 2020-i3-8gb -256ssd-iris Plus Gpu;MLA1652;0.8;MLA15913938;Garantía del vendedor: 12 meses;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-06-18T16:08:31.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;280992944;244999.99;2.0;237.0;0.01;RAM TECHWEB;0.0;5_green;0.99;;normal;18.0;0.0;MLA-NOTEBOOKS;Apple MacBook Air A2179
343;343;MLA874451924;Apple Macbook;452641.0;TRUE;gold_pro;1;1;;Macbook Pro 13  (2020) Touch Bar 2.0ghz Quad-core 10th-gen C;MLA1652;0.8;;;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-08-21T13:49:29.000Z;active;new;['poor_quality_thumbnail', 'poor_quality_picture', 'immediate_payment', 'cart_eligible'];Argentina;169311474;452641.0;;4036.0;0.02;VIRTUAL-ELECTRO;0.02;5_green;0.96;platinum;normal;309.0;;;
344;344;MLA874453214;Apple Macbook;372840.0;TRUE;gold_pro;1;1;;Macbook Pro 13  (2020) Touch Bar 1.4ghz Quad-core 8th-gen Co;MLA1652;0.8;;;MLA-NOTEBOOKS;0;buy_it_now;;Capital Federal;2020-08-21T13:49:29.000Z;active;new;['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible'];Argentina;169311474;372840.0;;4036.0;0.02;VIRTUAL-ELECTRO;0.02;5_green;0.96;platinum;normal;309.0;;;
